epoch,avg_error,max_error,max_error_example,correct_example,average_validation_loss,epsilon
0,78.21009950380068,188.85472106933594,"(99.9999999820788, 299.0000000731736, 110.14527893066406)","(60.999999219241445, 101.00000056316833, 100.7357406616211)",0.9889813363552094,0.07365905841996455
1,77.49035974451013,187.5343017578125,"(99.9999999820788, 299.0000000731736, 111.4656982421875)","(60.999999219241445, 101.00000056316833, 100.96455383300781)",0.9716588242633922,0.10224251665418148
2,76.33795330975506,185.35057067871094,"(99.9999999820788, 299.0000000731736, 113.64942932128906)","(60.999999219241445, 101.00000056316833, 101.62596130371094)",0.9434193944608843,0.12467018463667182
3,74.56679885451858,182.1405487060547,"(99.9999999820788, 299.0000000731736, 116.85945129394531)","(60.999999219241445, 101.00000056316833, 102.7728271484375)",0.9013357975998441,0.14384808459774837
4,72.14849028716216,177.64804077148438,"(99.9999999820788, 299.0000000731736, 121.35195922851562)","(62.000000167676845, 107.00000067219567, 104.82575988769531)",0.8445275280926678,0.16092310720854375
5,68.27438766891892,170.72398376464844,"(99.9999999820788, 299.0000000731736, 128.27601623535156)","(62.000000167676845, 107.00000067219567, 105.74890899658203)",0.7595810503573031,0.1764900672162912
6,61.703441722972975,159.80718994140625,"(99.9999999820788, 299.0000000731736, 139.19281005859375)","(62.000000167676845, 107.00000067219567, 106.81046295166016)",0.6287417307093337,0.1909059932286018
7,50.011878761085306,142.4735870361328,"(99.9999999820788, 299.0000000731736, 156.5264129638672)","(62.000000167676845, 107.00000067219567, 107.02375030517578)",0.434080570936203,0.20440475124955232
8,29.74307663376267,116.66586303710938,"(99.9999999820788, 299.0000000731736, 182.33413696289062)","(60.999999219241445, 101.00000056316833, 100.6899185180664)",0.20948524224395687,0.21715004537248028
9,11.710215594317463,73.27435302734375,"(99.9999999820788, 299.0000000731736, 225.72564697265625)","(20.00000380476193, -2.1805469145874667e-06, 0.0)",0.0573257806685728,0.22926159099652985
10,6.827563105402766,41.55816650390625,"(99.9999999820788, 299.0000000731736, 257.44183349609375)","(20.00000380476193, -2.1805469145874667e-06, 0.0)",0.015468422084341984,0.24083023351362207
11,3.8298743995460303,22.56719970703125,"(99.9999999820788, 299.0000000731736, 276.43280029296875)","(20.00000380476193, -2.1805469145874667e-06, 0.0)",0.004240092424977873,0.2519267974676334
12,2.7485410329457878,14.277374267578125,"(99.9999999820788, 299.0000000731736, 284.7226257324219)","(20.00000380476193, -2.1805469145874667e-06, 0.0)",0.0022954199544934404,0.2626078207009403
13,2.384525917671822,12.13397216796875,"(99.9999999820788, 299.0000000731736, 286.86602783203125)","(20.00000380476193, -2.1805469145874667e-06, 0.0)",0.0018345914541970233,0.27291930269137454
14,2.3038723919842696,9.03338623046875,"(99.9999999820788, 299.0000000731736, 289.96661376953125)","(20.00000380476193, -2.1805469145874667e-06, 0.0)",0.0012798181458099469,0.2828992652488606
