epoch,avg_error,max_error,max_error_example,correct_example,average_validation_loss,epsilon
0,198776.03176095284,428454.6875,"(99999.9998272834, 999995.0158423003, 571540.375)","(46104.999931232705, 460388.99839386746, 460389.15625)",0.6546884369955722,0.05268908748159453
1,44395.759552786585,185259.71875,"(0.9991245211422211, -0.013451391831040382, 185259.6875)","(52880.00003827107, 528668.0006250712, 528667.125)",0.04868727133874408,0.07211996493593445
2,2805.8526255787674,17724.03125,"(2.0000778167304816, 3.0162423217552714, 17727.03125)","(38002.00008797234, 379229.0037339173, 379229.0625)",0.00017749457208779526,0.08738195609231744
3,806.5415687470625,3823.625,"(28926.99978117865, 288643.003613848, 292466.625)","(68519.00052930426, 685330.992321225, 685331.0)",1.431602289621345e-05,0.10043851032450572
4,572.3752487574627,2313.5,"(54092.00012259613, 540729.9988470692, 543043.5)","(42875.999843155194, 427888.0021168272, 427887.96875)",6.6730892610071985e-06,0.11206632990323806
5,435.8215196455894,1887.5,"(54018.00009261473, 539993.000029987, 541880.5)","(5902.000608926603, 59073.98742618045, 59073.96875)",3.913117797435984e-06,0.12266888552527944
6,521.8262047861435,1828.6875,"(54092.00012259613, 540729.9988470692, 542558.6875)","(60051.00014306179, 600404.003882655, 600404.0)",4.907983803070976e-06,0.13248808942668316
7,442.4334155024651,1697.5625,"(99999.9998272834, 999995.0158423003, 998297.5)","(24883.00055982402, 248483.00187846064, 248483.0)",3.3225908763316385e-06,0.1416830168312477
8,357.6435768073042,1701.1875,"(99999.9998272834, 999995.0158423003, 998293.875)","(14252.998670125511, 142555.99271214404, 142556.0)",2.22725260882202e-06,0.15036478129605732
9,456.37885386561595,1266.5625,"(70253.0007670166, 702775.004730582, 704041.5625)","(19960.998472691383, 199653.01515659044, 199653.0)",3.467346375600505e-06,0.15861484542790108
10,857.4154374631239,1808.5625,"(2.0000778167304816, 3.0162423217552714, 1811.5625)","(99748.00037593904, 997491.0084163614, 997492.0)",9.757724144169255e-06,0.1664949070999047
11,879.4439133173995,2354.125,"(99999.9998272834, 999995.0158423003, 997640.9375)","(70155.00021600445, 701832.9937698524, 701833.125)",1.0310359024332697e-05,0.17405316684386238
12,1756.0018900567018,3281.1875,"(2.0000778167304816, 3.0162423217552714, 3284.1875)","(99763.00091656463, 997641.0126835215, 997639.25)",3.835461412342395e-05,0.1813281010550991
13,351.40605968179045,1392.75,"(99999.9998272834, 999995.0158423003, 998602.3125)","(26631.999618310936, 265935.0016621534, 265935.0)",2.1101825411298898e-06,0.18835102170830414
14,1524.9041371241137,2513.125,"(2.0000778167304816, 3.0162423217552714, 2516.125)","(99918.99828378597, 999216.0058461952, 999214.875)",2.8862353588230014e-05,0.1951478424084556
15,890.5375811274338,1770.3125,"(99999.9998272834, 999995.0158423003, 998224.75)","(156.9999314445231, 1566.9923369460157, 1566.28125)",1.0177663741959657e-05,0.20174021938801642
16,649.1561996859906,2586.4375,"(99999.9998272834, 999995.0158423003, 997408.625)","(220.00151413163258, 2223.988304404076, 2225.6875)",5.810906246797083e-06,0.20814658881983833
17,2065.1703151094534,2826.25,"(96761.99846891247, 967762.9995602691, 970589.25)","(99999.9998272834, 999995.0158423003, 1000777.0)",5.24355744294315e-05,0.21438274083459885
18,811.9209876296289,1792.1875,"(99999.9998272834, 999995.0158423003, 998202.875)","(0.9991245211422211, -0.013451391831040382, 0.0)",8.411671880058962e-06,0.22046229919934965
19,528.5449663489904,1575.0625,"(99999.9998272834, 999995.0158423003, 998420.0)","(53770.00015482517, 537497.9999178869, 537498.0)",3.719972900818251e-06,0.22639717946106988
20,330.30071902157067,1152.65625,"(2.0000778167304816, 3.0162423217552714, 1155.65625)","(84074.00048661807, 840994.0043431236, 840994.0)",1.5853590714193586e-06,0.23219781816363852
21,927.2636829104873,1993.875,"(99999.9998272834, 999995.0158423003, 998001.1875)","(0.9991245211422211, -0.013451391831040382, 0.0)",1.074469976788346e-05,0.23787348052431576
22,104.11347152914587,736.5,"(99999.9998272834, 999995.0158423003, 999258.5625)","(3417.0016241060584, 34177.99575987639, 34178.0)",2.6302776006950236e-07,0.24343236673674865
23,324.54798643959316,1208.0625,"(99999.9998272834, 999995.0158423003, 998787.0)","(13448.999274030946, 134499.004277597, 134498.90625)",1.5146615799431663e-06,0.24888183713276948
24,124.37285493564806,568.1875,"(99999.9998272834, 999995.0158423003, 999426.875)","(5394.001332757602, 53922.99168802443, 53922.96875)",3.04657425311244e-07,0.254228479321534
25,247.22451298538957,737.4375,"(2.0000778167304816, 3.0162423217552714, 740.4375)","(14631.00128684409, 146320.0084395568, 146320.03125)",9.147918782245716e-07,0.259478256957029
26,96.75912777383321,499.1875,"(53833.00001766126, 538111.9991951569, 538611.1875)","(2997.000245397445, 30022.01340826886, 30022.0)",1.9512941240707131e-07,0.2646365674266993
27,193.7551164034921,804.3125,"(99999.9998272834, 999995.0158423003, 999190.75)","(22314.00061132135, 223088.00588619435, 223088.0)",5.68631166051882e-07,0.26970832488696594
28,96.70593242797284,490.0,"(53833.00001766126, 538111.9991951569, 538602.0)","(27259.999779782695, 272117.0056138756, 272117.0)",1.842887349759137e-07,0.2746979971048076
29,97.80713796413892,656.375,"(99898.99985608654, 999040.0081841061, 998383.6875)","(1164.000223228395, 11682.003511457297, 11682.0)",1.8906778815455292e-07,0.27960971288453645
30,120.80192343270298,459.125,"(82678.99836426589, 826845.9888391062, 826386.875)","(845.9997690122182, 8514.011165516684, 8514.0)",2.7671026598792365e-07,0.2844472235974747
31,86.87978639359181,412.9375,"(53589.99990177793, 535625.9999415824, 536038.9375)","(14299.001245297899, 143028.00522138522, 143028.0)",1.42603215331581e-07,0.28921400839284234
32,205.5359785793574,1019.6875,"(99999.9998272834, 999995.0158423003, 998975.375)","(41432.99968848081, 413317.99847818026, 413318.0)",6.780962245067102e-07,0.29391328091568647
33,87.25224100473014,629.4375,"(99999.9998272834, 999995.0158423003, 999365.625)","(8818.00113960106, 88375.01603868371, 88375.0)",1.6553979172183583e-07,0.29854800782237545
34,90.57725856775703,438.9375,"(2.0000778167304816, 3.0162423217552714, 441.9375)","(11889.999037496855, 119182.00899686362, 119182.0)",1.6476727222511787e-07,0.3031209471402063
35,104.47775120753623,453.8125,"(63979.99980588954, 639727.9995089506, 639274.1875)","(9547.001272269677, 95622.00897323672, 95622.0)",2.1346994142761756e-07,0.3076346586366823
36,94.04453383601508,403.59375,"(50740.99998363726, 507133.0001102847, 506729.40625)","(9620.999582400043, 96381.0161051646, 96381.0)",1.757368627494333e-07,0.31209153649378923
37,87.33377688830664,495.4375,"(99898.99985608654, 999040.0081841061, 998544.625)","(12788.99956441886, 128109.00152393617, 128109.0)",1.508210363033073e-07,0.31649382071900833
38,94.16549496484895,505.6875,"(99898.99985608654, 999040.0081841061, 998534.375)","(9773.000015843128, 97959.0045332142, 97959.0)",1.7641110631047214e-07,0.3208435897055487
39,82.78430227906837,380.1875,"(99952.99973851748, 999554.98725874, 999174.8125)","(5956.000491357532, 59610.002215121116, 59610.0)",1.4451563826439954e-07,0.32514279420137876
40,82.60820199605988,402.25,"(99952.99973851748, 999554.98725874, 999152.75)","(14342.998474177068, 143448.99493422266, 143449.0)",1.3103035258710096e-07,0.3293932915099001
41,80.08472785433563,335.875,"(50740.99998363726, 507133.0001102847, 506797.125)","(7472.998526199532, 74810.01000450499, 74810.0)",1.2619691651332265e-07,0.3335967980266629
42,75.67059418032541,335.9375,"(66087.99970706363, 660827.0017074534, 661162.9375)","(2369.0000839256827, 23739.01392803766, 23739.0)",1.1028157032467747e-07,0.337754943861218
43,79.11726726801804,344.4375,"(53589.99990177793, 535625.9999415824, 535970.4375)","(5480.000763328855, 54808.00653576723, 54808.0)",1.216000533143999e-07,0.34186925867631296
44,75.14120079852395,372.8125,"(53589.99990177793, 535625.9999415824, 535998.8125)","(11325.00045871221, 113582.99730081152, 113583.0)",1.0806602491952128e-07,0.3459411955624494
45,73.3251603798114,371.9375,"(99861.00146757679, 998670.0068393347, 998298.125)","(3997.000743516306, 39999.001377123815, 39999.0)",1.0714656094376234e-07,0.34997213133927035
46,72.15802224066722,393.25,"(53589.99990177793, 535625.9999415824, 536019.25)","(956.0014404652538, 9627.010465206637, 9627.0)",1.0369684201771802e-07,0.353963349797878
47,71.11371403642109,364.375,"(53589.99990177793, 535625.9999415824, 535990.375)","(9612.998835439452, 96312.98570995958, 96312.96875)",1.0014917615546458e-07,0.3579160967418237
48,70.82107838235147,366.6875,"(53589.99990177793, 535625.9999415824, 535992.6875)","(4636.998585726906, 46390.002552576654, 46390.0)",9.989299295538946e-08,0.3618315318093734
49,70.82020835625069,366.1875,"(53589.99990177793, 535625.9999415824, 535992.1875)","(1148.9996826027927, 11543.016312346677, 11543.0)",9.985958795594679e-08,0.3657107477201194
