epoch,avg_error,max_error,max_error_example,correct_example,average_validation_loss,epsilon
14,1735.3959459459459,22554.0625,"(35.00000316026919, 18642.991637883126, 41197.0625)","(4.000000401311667, -0.00678819406311959, 0.0)",0.0002856203936971724,0.2514138334978672
15,1981.5705405405406,19524.3125,"(35.00000316026919, 18642.991637883126, 38167.3125)","(4.000000401311667, -0.00678819406311959, 0.0)",0.00018182001076638699,0.2599873326619045
16,1325.2825675675676,11251.75,"(79.9999970013065, 186195.00951067184, 174943.25)","(4.000000401311667, -0.00678819406311959, 0.0)",0.00018311722669750452,0.2683191953668703
17,492.7716891891892,7783.375,"(5200.000129462238, 999999.0027232977, 992215.625)","(4.000000401311667, -0.00678819406311959, 0.0)",6.631586438743398e-05,0.27642992897416396
18,1170.5791891891893,13204.375,"(5200.000129462238, 999999.0027232977, 1013203.375)","(4.000000401311667, -0.00678819406311959, 0.0)",0.00011185779294464737,0.2843372905021644
19,583.5906756756757,8933.875,"(5200.000129462238, 999999.0027232977, 1008932.875)","(4.000000401311667, -0.00678819406311959, 0.0)",7.210476906038821e-05,0.2920567378407909
20,1765.5595945945945,10673.8125,"(79.9999970013065, 186195.00951067184, 175521.1875)","(4.000000401311667, -0.00678819406311959, 0.0)",0.00012940481246914715,0.2996018829301933
21,1429.3116216216217,16454.8125,"(29.999992841772183, 10486.998634043965, 26941.8125)","(587.9999884891336, 975284.0021104879, 975291.9375)",0.00018753029871731997,0.3069847461141963
22,1313.9883783783785,9225.8125,"(49.000003244661315, 55431.97427223076, 46206.125)","(4.000000401311667, -0.00678819406311959, 0.0)",0.00012230405991431326,0.31421597771195314
23,744.4554054054054,3864.0625,"(5200.000129462238, 999999.0027232977, 1003863.0625)","(4.000000401311667, -0.00678819406311959, 0.0)",2.7920397769776173e-05,0.3213051539432531
24,809.4162162162162,10902.75,"(35.00000316026919, 18642.991637883126, 29545.75)","(4.000000401311667, -0.00678819406311959, 0.0)",5.4985455790301785e-05,0.3282608386202652
25,786.4162837837838,21501.5625,"(5200.000129462238, 999999.0027232977, 1021500.5625)","(4.000000401311667, -0.00678819406311959, 0.0)",3.525966894812882e-05,0.33509078259411773
26,511.3116216216216,9061.1875,"(24.000005666050356, 4319.985008442192, 13381.125)","(4.000000401311667, -0.00678819406311959, 0.0)",2.824839248205535e-05,0.34180199555687246
27,395.85885135135135,8301.9375,"(5200.000129462238, 999999.0027232977, 1008300.9375)","(4.000000401311667, -0.00678819406311959, 0.0)",2.788104393403046e-05,0.3484008635308995
28,316.8833783783784,2525.25,"(25.000000527899857, 5127.992618786637, 7653.25)","(4.000000401311667, -0.00678819406311959, 0.0)",6.108523848524783e-06,0.3548932080242365
29,254.40430743243243,6557.75,"(5200.000129462238, 999999.0027232977, 1006556.75)","(4.000000401311667, -0.00678819406311959, 0.0)",5.850727120559895e-06,0.3612843550402914
30,215.02625,6536.125,"(5200.000129462238, 999999.0027232977, 1006535.125)","(4.000000401311667, -0.00678819406311959, 0.0)",6.1079522311047185e-06,0.36757921869835697
31,259.74008445945947,8817.9375,"(5200.000129462238, 999999.0027232977, 1008816.9375)","(4.000000401311667, -0.00678819406311959, 0.0)",7.572099093522411e-06,0.3737823072749074
32,360.3100337837838,3488.0625,"(53.00000069668411, 69298.01434111362, 65809.9375)","(4.000000401311667, -0.00678819406311959, 0.0)",1.652781429584138e-05,0.3798977777275387
33,114.69619932432433,1178.25,"(42.00000320246525, 34620.97584289743, 33442.6875)","(4.000000401311667, -0.00678819406311959, 0.0)",1.1922118119400693e-06,0.3859294968126992
34,182.1604222972973,5970.8125,"(5200.000129462238, 999999.0027232977, 1005969.8125)","(4.000000401311667, -0.00678819406311959, 0.0)",2.9239358809718397e-06,0.39188104518493605
35,171.3979054054054,1661.625,"(18.000000485703794, 1107.001623560558, 2768.625)","(4.000000401311667, -0.00678819406311959, 0.0)",1.063077661456191e-06,0.3977557504174905
36,122.13349662162162,3254.5625,"(5200.000129462238, 999999.0027232977, 1003253.5625)","(4.000000401311667, -0.00678819406311959, 0.0)",7.176936946962087e-07,0.4035567251565287
37,122.0360472972973,1204.25,"(20.00000821402756, 1894.0086331526982, 3098.25)","(4.000000401311667, -0.00678819406311959, 0.0)",7.469342904187215e-07,0.40928686282362425
38,104.52609797297298,4212.125,"(5200.000129462238, 999999.0027232977, 1004211.125)","(4.000000401311667, -0.00678819406311959, 0.0)",8.217309641622705e-07,0.41494887315571355
39,102.86646959459459,1135.5625,"(5200.000129462238, 999999.0027232977, 1001134.5625)","(4.000000401311667, -0.00678819406311959, 0.0)",5.33950128556171e-07,0.4205452988248403
40,104.83668918918919,952.375,"(29.999992841772183, 10486.998634043965, 11439.375)","(4.000000401311667, -0.00678819406311959, 0.0)",5.141621386428596e-07,0.4260785351177248
41,84.21967905405405,1351.875,"(5200.000129462238, 999999.0027232977, 1001350.875)","(4.000000401311667, -0.00678819406311959, 0.0)",3.2146348871719965e-07,0.43155081183349464
42,83.09773648648648,603.5625,"(98.99999840188329, 278646.0030415928, 279249.5625)","(4.000000401311667, -0.00678819406311959, 0.0)",2.894278168241726e-07,0.43696425421462365
43,72.92827702702702,1282.6875,"(5200.000129462238, 999999.0027232977, 998716.3125)","(4.000000401311667, -0.00678819406311959, 0.0)",2.2602029048357508e-07,0.4423208507046826
44,70.82890202702703,765.375,"(5200.000129462238, 999999.0027232977, 1000764.375)","(4.000000401311667, -0.00678819406311959, 0.0)",1.959825084441036e-07,0.4476224854183105
45,67.19329391891893,573.5625,"(22.99999279957612, 3574.9792003548937, 3001.375)","(4.000000401311667, -0.00678819406311959, 0.0)",1.8194515405411948e-07,0.45287092655443145
46,62.591233108108106,515.0625,"(29.999992841772183, 10486.998634043965, 11002.0625)","(4.000000401311667, -0.00678819406311959, 0.0)",1.5707479406046332e-07,0.4580678705197056
47,59.436706081081084,443.3125,"(35.00000316026919, 18642.991637883126, 18199.6875)","(4.000000401311667, -0.00678819406311959, 0.0)",1.3707159496334498e-07,0.46321491546756377
48,57.89798986486486,463.6875,"(98.99999840188329, 278646.0030415928, 279109.6875)","(4.000000401311667, -0.00678819406311959, 0.0)",1.2873277910330216e-07,0.46831356585154704
49,57.63619932432432,479.625,"(98.99999840188329, 278646.0030415928, 279125.625)","(4.000000401311667, -0.00678819406311959, 0.0)",1.28581945091355e-07,0.47336527151618585
