epoch,avg_error,max_error,max_error_example,correct_example,average_validation_loss,epsilon
26,1.7433836364746094,5.4876708984375,"(78.00000061101773, 760.0000005625928, 765.4876708984375)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.309405241860077e-05,0.4749943706488201
27,1.73491943359375,5.8795166015625,"(78.00000061101773, 760.0000005625928, 765.8795166015625)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.3984960686648265e-05,0.4842290620039855
28,1.7374490356445313,5.704345703125,"(78.00000061101773, 760.0000005625928, 765.704345703125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.270302062854171e-05,0.49331544937674066
29,1.6945390319824218,5.62835693359375,"(81.00000031055308, 800.9999935265985, 795.3716430664062)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.154383325134404e-05,0.5022609475932489
30,1.6738400268554687,5.6661376953125,"(81.00000031055308, 800.9999935265985, 795.3338623046875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.105712261865847e-05,0.5110724006830819
31,1.6975003051757813,5.357421875,"(78.00000061101773, 760.0000005625928, 765.357421875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.063350181444548e-05,0.5197560829231833
32,1.6751443481445312,5.6326904296875,"(81.00000031055308, 800.9999935265985, 795.3673095703125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.1414033805485815e-05,0.5283178250126215
33,1.6767543029785157,5.370361328125,"(78.00000061101773, 760.0000005625928, 765.370361328125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.97998007631395e-05,0.5367629840716411
34,1.6579495239257813,5.48150634765625,"(81.00000031055308, 800.9999935265985, 795.5184936523438)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.9592632421990857e-05,0.5450965498344829
35,1.6447256469726563,5.4527587890625,"(78.00000061101773, 760.0000005625928, 765.4527587890625)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",5.0065162213286385e-05,0.5533231861522063
36,1.6476005554199218,5.35430908203125,"(81.00000031055308, 800.9999935265985, 795.6456909179688)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.979802179150283e-05,0.5614471995999534
37,1.6477166748046874,5.489501953125,"(81.00000031055308, 800.9999935265985, 795.510498046875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.8943467845674604e-05,0.5694726381222567
38,1.668583221435547,5.4119873046875,"(78.00000061101773, 760.0000005625928, 765.4119873046875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.9274629418505356e-05,0.5774032735830953
39,1.6347816467285157,5.51275634765625,"(81.00000031055308, 800.9999935265985, 795.4872436523438)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.9630634748609737e-05,0.5852426620027987
40,1.633536834716797,5.4154052734375,"(78.00000061101773, 760.0000005625928, 765.4154052734375)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.8936686653178185e-05,0.5929941061031759
41,1.6235311889648438,5.502685546875,"(81.00000031055308, 800.9999935265985, 795.497314453125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.86675271531567e-05,0.6006607518969735
42,1.6225071716308594,5.4464111328125,"(81.00000031055308, 800.9999935265985, 795.5535888671875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.853855716646649e-05,0.6082455401004192
43,1.635849609375,5.5096435546875,"(81.00000031055308, 800.9999935265985, 795.4903564453125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.8437890654895455e-05,0.6157512319346234
44,1.6231265258789063,5.30419921875,"(78.00000061101773, 760.0000005625928, 765.30419921875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.836684820475057e-05,0.6231804678036991
45,1.619578857421875,5.296630859375,"(81.00000031055308, 800.9999935265985, 795.703369140625)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.824018105864525e-05,0.6305357069516537
46,1.626013946533203,5.3475341796875,"(81.00000031055308, 800.9999935265985, 795.6524658203125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.8217279982054606e-05,0.6378193166484435
47,1.6184307861328124,5.3897705078125,"(81.00000031055308, 800.9999935265985, 795.6102294921875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.8180918383877724e-05,0.6450335012197441
48,1.6176531982421876,5.4014892578125,"(81.00000031055308, 800.9999935265985, 795.5985107421875)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.8164354666369036e-05,0.652180379440966
49,1.6177877807617187,5.405029296875,"(81.00000031055308, 800.9999935265985, 795.594970703125)","(1.0000005527381077, -6.148467434741178e-06, 0.0)",4.816329965251498e-05,0.6592619458606809
